"Instituto Nacional de Estadística y Geografía",
"Índices de Precios al Consumidor",
"",
"Fecha de consulta: 17/09/2025 07:41:23",

"Título","Periodo disponible","Periodicidad","Cifra","Unidad","Base","Aviso","Tipo de información","Serie","Ene 2023","Feb 2023","Mar 2023","Abr 2023","May 2023","Jun 2023","Jul 2023","Ago 2023","Sep 2023","Oct 2023","Nov 2023","Dic 2023","Ene 2024","Feb 2024","Mar 2024","Abr 2024","May 2024","Jun 2024","Jul 2024"
"Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Otros tabulados,  Índice de la canasta básica","Ene 1982-Jul 2024","Mensual","Índices","Sin Unidad","Índice base segunda quincena de julio 2018 = 100","Las desagregaciones del INPC solo tienen valor informativo.
  SP9","Inflación acumulada anual","583733","0.682438147199","1.442740899160","1.575536125637","1.071745797552","0.103394951877","-0.269628434988","-0.284050693233","0.268945219965","0.897658263097","2.116672773709","3.589484492792","3.857613518386","0.357740384623","1.233404822713","1.378866770996","0.956695513934","0.066134506989","0.180162891667","1.035770166045"
